ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
8928	forkhead box H1(FOXH1)	Homo sapiens				GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0001947~heart looping,GO:0003139~secondary heart field specification,GO:0003151~outflow tract morphogenesis,GO:0003215~cardiac right ventricle morphogenesis,GO:0003222~ventricular trabecula myocardium morphogenesis,GO:0006366~transcription from RNA polymerase II promoter,GO:0007179~transforming growth factor beta receptor signaling pathway,GO:0033147~negative regulation of intracellular estrogen receptor signaling pathway,GO:0035054~embryonic heart tube anterior/posterior pattern specification,GO:0035909~aorta morphogenesis,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048318~axial mesoderm development,GO:0060766~negative regulation of androgen receptor signaling pathway,GO:1900164~nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry,GO:2000824~negative regulation of androgen receptor activity,	GO:0000790~nuclear chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005667~transcription factor complex,GO:0032444~activin responsive factor complex,	GO:0000981~RNA polymerase II transcription factor activity, sequence-specific DNA binding,GO:0001104~RNA polymerase II transcription cofactor activity,GO:0001190~transcriptional activator activity, RNA polymerase II transcription factor binding,GO:0001205~transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,GO:0019904~protein domain specific binding,GO:0035326~enhancer binding,GO:0043425~bHLH transcription factor binding,GO:0043565~sequence-specific DNA binding,GO:0044212~transcription regulatory region DNA binding,GO:0046332~SMAD binding,GO:0050681~androgen receptor binding,GO:0070410~co-SMAD binding,GO:0070412~R-SMAD binding,	IPR001766:Transcription factor, fork head,IPR011991:Winged helix-turn-helix DNA-binding domain,				SM00339:FH,	Activator,Complete proteome,DNA-binding,Nucleus,Polymorphism,Reference proteome,Transcription,Transcription regulation,	chain:Forkhead box protein H1,DNA-binding region:Fork-head,mutagenesis site,region of interest:SMAD-interaction domain (SID),sequence variant,short sequence motif:Fast/FoxH1 motif 1 (FM1),short sequence motif:Fast/FoxH1 motif 2 (FM2),short sequence motif:SMAD interaction motif (SIM),
8322	frizzled class receptor 4(FZD4)	Homo sapiens				GO:0001570~vasculogenesis,GO:0007186~G-protein coupled receptor signaling pathway,GO:0007223~Wnt signaling pathway, calcium modulating pathway,GO:0007275~multicellular organism development,GO:0007605~sensory perception of sound,GO:0010812~negative regulation of cell-substrate adhesion,GO:0016055~Wnt signaling pathway,GO:0030177~positive regulation of Wnt signaling pathway,GO:0030182~neuron differentiation,GO:0030947~regulation of vascular endothelial growth factor receptor signaling pathway,GO:0031987~locomotion involved in locomotory behavior,GO:0034446~substrate adhesion-dependent cell spreading,GO:0035426~extracellular matrix-cell signaling,GO:0042701~progesterone secretion,GO:0043507~positive regulation of JUN kinase activity,GO:0045893~positive regulation of transcription, DNA-templated,GO:0051091~positive regulation of sequence-specific DNA binding transcription factor activity,GO:0060070~canonical Wnt signaling pathway,GO:0060071~Wnt signaling pathway, planar cell polarity pathway,GO:0061299~retina vasculature morphogenesis in camera-type eye,GO:0061301~cerebellum vasculature morphogenesis,GO:0061304~retinal blood vessel morphogenesis,GO:0071300~cellular response to retinoic acid,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0005911~cell-cell junction,GO:0009986~cell surface,GO:0016021~integral component of membrane,GO:0030669~clathrin-coated endocytic vesicle membrane,GO:0070062~extracellular exosome,	GO:0004930~G-protein coupled receptor activity,GO:0005515~protein binding,GO:0017147~Wnt-protein binding,GO:0019955~cytokine binding,GO:0030165~PDZ domain binding,GO:0031625~ubiquitin protein ligase binding,GO:0042803~protein homodimerization activity,GO:0042813~Wnt-activated receptor activity,GO:0046982~protein heterodimerization activity,	IPR000539:Frizzled protein,IPR015526:Frizzled/secreted frizzled-related protein,IPR017981:GPCR, family 2-like,IPR020067:Frizzled domain,IPR026551:Frizzled-4,	hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04916:Melanogenesis,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05217:Basal cell carcinoma,	133780~Exudative vitreoretinopathy 1,133780~Retinopathy of prematurity,		SM00063:FRI,SM01330:SM01330,	3D-structure,Cell membrane,Complete proteome,Developmental protein,Disease mutation,Disulfide bond,G-protein coupled receptor,Glycoprotein,Membrane,Polymorphism,Receptor,Reference proteome,Signal,Transducer,Transmembrane,Transmembrane helix,Ubl conjugation,Wnt signaling pathway,	chain:Frizzled-4,disulfide bond,domain:FZ,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,short sequence motif:Lys-Thr-X-X-X-Trp motif,short sequence motif:PDZ-binding,signal peptide,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
3964	galectin 8(LGALS8)	Homo sapiens				GO:0098792~xenophagy,	GO:0005615~extracellular space,GO:0005829~cytosol,GO:0016020~membrane,GO:0070062~extracellular exosome,	GO:0005515~protein binding,GO:0030246~carbohydrate binding,	IPR001079:Galectin, carbohydrate recognition domain,IPR013320:Concanavalin A-like lectin/glucanase, subgroup,				SM00276:GLECT,SM00908:SM00908,	3D-structure,Alternative splicing,Complete proteome,Cytoplasm,Lectin,Polymorphism,Proteomics identification,Reference proteome,Repeat,	binding site:Carbohydrate,chain:Galectin-8,domain:Galectin 1,domain:Galectin 2,helix,region of interest:Beta-galactoside binding,sequence conflict,sequence variant,splice variant,strand,turn,
2677	gamma-glutamyl carboxylase(GGCX)	Homo sapiens				GO:0006464~cellular protein modification process,GO:0007596~blood coagulation,GO:0017187~peptidyl-glutamic acid carboxylation,	GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0008488~gamma-glutamyl carboxylase activity,	IPR007782:Vitamin K-dependent gamma-carboxylase,IPR011020:HTTM,IPR011051:RmlC-like cupin domain,IPR014710:RmlC-like jelly roll fold,	hsa00130:Ubiquinone and other terpenoid-quinone biosynthesis,	277450~Vitamin K-dependent clotting factors, combined deficiency of, 1,610842~Pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency,		SM00752:HTTM,	Acetylation,Alternative splicing,Complete proteome,Disease mutation,Disulfide bond,Endoplasmic reticulum,Glycoprotein,Lyase,Membrane,Polymorphism,Proteomics identification,Reference proteome,Transmembrane,Transmembrane helix,	chain:Vitamin K-dependent gamma-carboxylase,disulfide bond,glycosylation site:N-linked (GlcNAc...),modified residue,sequence conflict,sequence variant,topological domain:Cytoplasmic,topological domain:Lumenal,transmembrane region,
116444	glutamate ionotropic receptor NMDA type subunit 3B(GRIN3B)	Homo sapiens				GO:0035235~ionotropic glutamate receptor signaling pathway,GO:0051205~protein insertion into membrane,GO:0051924~regulation of calcium ion transport,GO:0070588~calcium ion transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0017146~NMDA selective glutamate receptor complex,GO:0030054~cell junction,GO:0043025~neuronal cell body,GO:0045211~postsynaptic membrane,	GO:0004970~ionotropic glutamate receptor activity,GO:0004972~NMDA glutamate receptor activity,GO:0005234~extracellular-glutamate-gated ion channel activity,GO:0005261~cation channel activity,GO:0005262~calcium channel activity,GO:0016594~glycine binding,GO:0030594~neurotransmitter receptor activity,GO:0042165~neurotransmitter binding,	IPR001320:Ionotropic glutamate receptor,IPR001508:NMDA receptor,IPR019594:Glutamate receptor, L-glutamate/glycine-binding,	hsa04024:cAMP signaling pathway,hsa04080:Neuroactive ligand-receptor interaction,hsa04724:Glutamatergic synapse,hsa05030:Cocaine addiction,hsa05031:Amphetamine addiction,hsa05033:Nicotine addiction,hsa05034:Alcoholism,			SM00079:PBPe,SM00918:SM00918,	Calcium,Cell junction,Cell membrane,Complete proteome,Glycoprotein,Ion channel,Ion transport,Ligand-gated ion channel,Magnesium,Membrane,Polymorphism,Postsynaptic cell membrane,Receptor,Reference proteome,Signal,Synapse,Transmembrane,Transmembrane helix,Transport,	chain:Glutamate [NMDA] receptor subunit 3B,glycosylation site:N-linked (GlcNAc...),sequence variant,signal peptide,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
2744	glutaminase(GLS)	Homo sapiens		h_argininecPathway:Catabolic Pathways for Arginine , Histidine, Glutamate, Glutamine, and Proline,		GO:0001967~suckling behavior,GO:0002087~regulation of respiratory gaseous exchange by neurological system process,GO:0006537~glutamate biosynthetic process,GO:0006541~glutamine metabolic process,GO:0006543~glutamine catabolic process,GO:0007268~chemical synaptic transmission,GO:0008652~cellular amino acid biosynthetic process,GO:0014047~glutamate secretion,GO:0051289~protein homotetramerization,	GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,GO:0005829~cytosol,	GO:0004359~glutaminase activity,GO:0005515~protein binding,	IPR002110:Ankyrin repeat,IPR012338:Beta-lactamase/transpeptidase-like,IPR015868:Glutaminase,IPR020683:Ankyrin repeat-containing domain,	hsa00220:Arginine biosynthesis,hsa00250:Alanine, aspartate and glutamate metabolism,hsa00471:D-Glutamine and D-glutamate metabolism,hsa01100:Metabolic pathways,hsa04724:Glutamatergic synapse,hsa04727:GABAergic synapse,hsa04964:Proximal tubule bicarbonate reclamation,hsa05206:MicroRNAs in cancer,hsa05230:Central carbon metabolism in cancer,			SM00248:ANK,	3D-structure,Acetylation,Alternative splicing,ANK repeat,Complete proteome,Cytoplasm,Direct protein sequencing,Hydrolase,Mitochondrion,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Signal,Transit peptide,	chain:Glutaminase kidney isoform, mitochondrial,helix,modified residue,repeat:ANK,sequence conflict,sequence variant,splice variant,strand,transit peptide:Mitochondrion,turn,
2803	golgin A4(GOLGA4)	Homo sapiens				GO:0000042~protein targeting to Golgi,GO:0016192~vesicle-mediated transport,GO:0043001~Golgi to plasma membrane protein transport,GO:0045773~positive regulation of axon extension,	GO:0000139~Golgi membrane,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0005802~trans-Golgi network,GO:0005829~cytosol,GO:0043231~intracellular membrane-bounded organelle,GO:0070062~extracellular exosome,	GO:0005515~protein binding,GO:0051020~GTPase binding,	IPR000237:GRIP,				SM00755:Grip,	3D-structure,Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Glycoprotein,Golgi apparatus,Membrane,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,	chain:Golgin subfamily A member 4,compositionally biased region:Glu-rich,domain:GRIP,helix,modified residue,mutagenesis site,sequence conflict,sequence variant,splice variant,
3320	heat shock protein 90 alpha family class A member 1(HSP90AA1)	Homo sapiens		h_acrPathway:Ahr Signal Transduction Pathway,h_aktPathway:AKT Signaling Pathway,h_gcrpathway:Corticosteroids and cardioprotection,h_hifPathway:Hypoxia-Inducible Factor in the Cardiovascular System,h_no1Pathway:Actions of Nitric Oxide in the Heart,h_p53hypoxiaPathway:Hypoxia and p53 in the Cardiovascular system,h_PparaPathway:Mechanism of Gene Regulation by Peroxisome Proliferators via PPARa(alpha),h_telPathway:Telomeres, Telomerase, Cellular Aging, and  Immortality,		GO:0000086~G2/M transition of mitotic cell cycle,GO:0001764~neuron migration,GO:0003009~skeletal muscle contraction,GO:0006457~protein folding,GO:0006839~mitochondrial transport,GO:0006898~receptor-mediated endocytosis,GO:0006950~response to stress,GO:0006986~response to unfolded protein,GO:0007165~signal transduction,GO:0009408~response to heat,GO:0009409~response to cold,GO:0009651~response to salt stress,GO:0010592~positive regulation of lamellipodium assembly,GO:0010659~cardiac muscle cell apoptotic process,GO:0018108~peptidyl-tyrosine phosphorylation,GO:0031396~regulation of protein ubiquitination,GO:0033160~positive regulation of protein import into nucleus, translocation,GO:0038096~Fc-gamma receptor signaling pathway involved in phagocytosis,GO:0038128~ERBB2 signaling pathway,GO:0042026~protein refolding,GO:0042220~response to cocaine,GO:0042493~response to drug,GO:0043254~regulation of protein complex assembly,GO:0043335~protein unfolding,GO:0043627~response to estrogen,GO:0045040~protein import into mitochondrial outer membrane,GO:0045429~positive regulation of nitric oxide biosynthetic process,GO:0045793~positive regulation of cell size,GO:0046677~response to antibiotic,GO:0048010~vascular endothelial growth factor receptor signaling pathway,GO:0050821~protein stabilization,GO:0050999~regulation of nitric-oxide synthase activity,GO:0051131~chaperone-mediated protein complex assembly,GO:0060452~positive regulation of cardiac muscle contraction,GO:0061684~chaperone-mediated autophagy,GO:1900034~regulation of cellular response to heat,	GO:0005576~extracellular region,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0009986~cell surface,GO:0016020~membrane,GO:0016323~basolateral plasma membrane,GO:0016324~apical plasma membrane,GO:0031012~extracellular matrix,GO:0031526~brush border membrane,GO:0032587~ruffle membrane,GO:0042470~melanosome,GO:0043005~neuron projection,GO:0043025~neuronal cell body,GO:0043202~lysosomal lumen,GO:0043209~myelin sheath,GO:0043234~protein complex,GO:0048471~perinuclear region of cytoplasm,GO:0070062~extracellular exosome,GO:0071682~endocytic vesicle lumen,GO:0097226~sperm mitochondrial sheath,GO:0097524~sperm plasma membrane,	GO:0000166~nucleotide binding,GO:0001948~glycoprotein binding,GO:0002134~UTP binding,GO:0002135~CTP binding,GO:0003729~mRNA binding,GO:0004713~protein tyrosine kinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0005525~GTP binding,GO:0016887~ATPase activity,GO:0017098~sulfonylurea receptor binding,GO:0019903~protein phosphatase binding,GO:0023026~MHC class II protein complex binding,GO:0030235~nitric-oxide synthase regulator activity,GO:0030911~TPR domain binding,GO:0032564~dATP binding,GO:0042802~identical protein binding,GO:0042803~protein homodimerization activity,GO:0042826~histone deacetylase binding,GO:0044325~ion channel binding,GO:0044822~poly(A) RNA binding,GO:0048156~tau protein binding,GO:0051020~GTPase binding,GO:0051022~Rho GDP-dissociation inhibitor binding,GO:0051082~unfolded protein binding,GO:1990782~protein tyrosine kinase binding,	IPR001404:Heat shock protein Hsp90,IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR019805:Heat shock protein Hsp90, conserved site,IPR020568:Ribosomal protein S5 domain 2-type fold,IPR020575:Heat shock protein Hsp90, N-terminal,	hsa04141:Protein processing in endoplasmic reticulum,hsa04151:PI3K-Akt signaling pathway,hsa04612:Antigen processing and presentation,hsa04621:NOD-like receptor signaling pathway,hsa04914:Progesterone-mediated oocyte maturation,hsa04915:Estrogen signaling pathway,hsa05200:Pathways in cancer,hsa05215:Prostate cancer,		PIRSF002583:heat shock protein, HSP90/HTPG types,	SM00387:HATPase_c,	3D-structure,Acetylation,Alternative splicing,ATP-binding,Cell membrane,Chaperone,Coiled coil,Complete proteome,Cytoplasm,Direct protein sequencing,Membrane,Nucleotide-binding,Phosphoprotein,Proteomics identification,Reference proteome,S-nitrosylation,Stress response,Ubl conjugation,	chain:Heat shock protein HSP 90-alpha,chain:Putative heat shock protein HSP 90-alpha A2,compositionally biased region:Glu-rich,compositionally biased region:Lys-rich,helix,modified residue,sequence conflict,sequence variant,splice variant,strand,turn,
3326	heat shock protein 90 alpha family class B member 1(HSP90AB1)	Homo sapiens				GO:0001890~placenta development,GO:0006457~protein folding,GO:0006950~response to stress,GO:0006986~response to unfolded protein,GO:0009651~response to salt stress,GO:0019062~virion attachment to host cell,GO:0030511~positive regulation of transforming growth factor beta receptor signaling pathway,GO:0031396~regulation of protein ubiquitination,GO:0032092~positive regulation of protein binding,GO:0032435~negative regulation of proteasomal ubiquitin-dependent protein catabolic process,GO:0032516~positive regulation of phosphoprotein phosphatase activity,GO:0033160~positive regulation of protein import into nucleus, translocation,GO:0035690~cellular response to drug,GO:0038096~Fc-gamma receptor signaling pathway involved in phagocytosis,GO:0042220~response to cocaine,GO:0043524~negative regulation of neuron apoptotic process,GO:0045429~positive regulation of nitric oxide biosynthetic process,GO:0045597~positive regulation of cell differentiation,GO:0045793~positive regulation of cell size,GO:0050821~protein stabilization,GO:0060334~regulation of interferon-gamma-mediated signaling pathway,GO:0060338~regulation of type I interferon-mediated signaling pathway,GO:0071353~cellular response to interleukin-4,GO:0071407~cellular response to organic cyclic compound,GO:0071902~positive regulation of protein serine/threonine kinase activity,GO:0097435~fibril organization,GO:0098609~cell-cell adhesion,GO:1900034~regulation of cellular response to heat,GO:1903660~negative regulation of complement-dependent cytotoxicity,GO:2000010~positive regulation of protein localization to cell surface,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005765~lysosomal membrane,GO:0005829~cytosol,GO:0005913~cell-cell adherens junction,GO:0008180~COP9 signalosome,GO:0009986~cell surface,GO:0016020~membrane,GO:0016234~inclusion body,GO:0016323~basolateral plasma membrane,GO:0016324~apical plasma membrane,GO:0031526~brush border membrane,GO:0034751~aryl hydrocarbon receptor complex,GO:0042470~melanosome,GO:0070062~extracellular exosome,GO:1990913~sperm head plasma membrane,GO:1990917~ooplasm,	GO:0001948~glycoprotein binding,GO:0002134~UTP binding,GO:0002135~CTP binding,GO:0003725~double-stranded RNA binding,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0005525~GTP binding,GO:0008144~drug binding,GO:0017098~sulfonylurea receptor binding,GO:0019887~protein kinase regulator activity,GO:0019900~kinase binding,GO:0019901~protein kinase binding,GO:0023026~MHC class II protein complex binding,GO:0030235~nitric-oxide synthase regulator activity,GO:0030911~TPR domain binding,GO:0031072~heat shock protein binding,GO:0032564~dATP binding,GO:0042826~histone deacetylase binding,GO:0044325~ion channel binding,GO:0044822~poly(A) RNA binding,GO:0046983~protein dimerization activity,GO:0051082~unfolded protein binding,GO:0098641~cadherin binding involved in cell-cell adhesion,GO:1990226~histone methyltransferase binding,	IPR001404:Heat shock protein Hsp90,IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR019805:Heat shock protein Hsp90, conserved site,IPR020568:Ribosomal protein S5 domain 2-type fold,IPR020575:Heat shock protein Hsp90, N-terminal,	hsa04141:Protein processing in endoplasmic reticulum,hsa04151:PI3K-Akt signaling pathway,hsa04612:Antigen processing and presentation,hsa04621:NOD-like receptor signaling pathway,hsa04914:Progesterone-mediated oocyte maturation,hsa04915:Estrogen signaling pathway,hsa05200:Pathways in cancer,hsa05215:Prostate cancer,		PIRSF002583:heat shock protein, HSP90/HTPG types,	SM00387:HATPase_c,	3D-structure,Acetylation,ATP-binding,Chaperone,Complete proteome,Cytoplasm,Direct protein sequencing,Glycoprotein,Nucleotide-binding,Phosphoprotein,Polymorphism,Reference proteome,S-nitrosylation,Stress response,Ubl conjugation,	chain:Heat shock protein HSP 90-beta,helix,modified residue,sequence conflict,sequence variant,strand,turn,
9146	hepatocyte growth factor-regulated tyrosine kinase substrate(HGS)	Homo sapiens		h_eea1Pathway:The role of FYVE-finger proteins in vesicle transport,		GO:0006622~protein targeting to lysosome,GO:0006886~intracellular protein transport,GO:0006914~autophagy,GO:0007165~signal transduction,GO:0008285~negative regulation of cell proliferation,GO:0010324~membrane invagination,GO:0010628~positive regulation of gene expression,GO:0016197~endosomal transport,GO:0036258~multivesicular body assembly,GO:0042059~negative regulation of epidermal growth factor receptor signaling pathway,GO:0042176~regulation of protein catabolic process,GO:0043405~regulation of MAP kinase activity,GO:0046426~negative regulation of JAK-STAT cascade,GO:0072657~protein localization to membrane,GO:1903543~positive regulation of exosomal secretion,	GO:0005622~intracellular,GO:0005737~cytoplasm,GO:0005768~endosome,GO:0005769~early endosome,GO:0005829~cytosol,GO:0031901~early endosome membrane,GO:0032585~multivesicular body membrane,GO:0033565~ESCRT-0 complex,GO:0043231~intracellular membrane-bounded organelle,GO:0070062~extracellular exosome,	GO:0005515~protein binding,GO:0016301~kinase activity,GO:0019904~protein domain specific binding,GO:0046872~metal ion binding,	IPR000306:Zinc finger, FYVE-type,IPR002014:VHS,IPR003903:Ubiquitin interacting motif,IPR008942:ENTH/VHS,IPR011011:Zinc finger, FYVE/PHD-type,IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR017073:Ubiquitin binding protein, Hrs/VPS27,IPR017455:Zinc finger, FYVE-related,IPR024641:Hepatocyte growth factor-regulated tyrosine kinase substrate, helical domain,	hsa04144:Endocytosis,hsa04145:Phagosome,		PIRSF036956:ubiquitin binding protein, Hrs/Vps27 type,	SM00064:FYVE,SM00288:VHS,	3D-structure,Acetylation,Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Endosome,Kinase,Membrane,Metal-binding,Phosphoprotein,Polymorphism,Protein transport,Proteomics identification,Reference proteome,Transferase,Transport,Ubl conjugation,Zinc,Zinc-finger,	chain:Hepatocyte growth factor-regulated tyrosine kinase substrate,compositionally biased region:Gln-rich,compositionally biased region:Pro-rich,domain:VHS,helix,modified residue,mutagenesis site,region of interest:Interaction with NF2,region of interest:Interaction with SNAP25 and TRAK2,region of interest:Interaction with SNX1,region of interest:Interaction with STAM1,repeat:UIM,sequence conflict,sequence variant,splice variant,zinc finger region:FYVE-type,
4670	heterogeneous nuclear ribonucleoprotein M(HNRNPM)	Homo sapiens				GO:0000380~alternative mRNA splicing, via spliceosome,GO:0000398~mRNA splicing, via spliceosome,GO:0008543~fibroblast growth factor receptor signaling pathway,GO:0010467~gene expression,	GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005730~nucleolus,GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0016363~nuclear matrix,GO:0019013~viral nucleocapsid,GO:0030529~intracellular ribonucleoprotein complex,GO:0031012~extracellular matrix,GO:0042382~paraspeckles,GO:0070062~extracellular exosome,GO:0071013~catalytic step 2 spliceosome,	GO:0000166~nucleotide binding,GO:0003723~RNA binding,GO:0005515~protein binding,GO:0019904~protein domain specific binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,IPR024666:Heterogeneous nuclear ribonucleoprotein M, PY nuclear localisation signal,IPR024667:Heterogeneous nuclear ribonucleoprotein M,	hsa03040:Spliceosome,			SM00360:RRM,	3D-structure,Acetylation,Alternative splicing,Complete proteome,Direct protein sequencing,Isopeptide bond,Methylation,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Ribonucleoprotein,RNA-binding,Spliceosome,Ubl conjugation,Viral nucleoprotein,Virion,	chain:Heterogeneous nuclear ribonucleoprotein M,compositionally biased region:Poly-Gly,domain:RRM 1,domain:RRM 2,domain:RRM 3,helix,modified residue,region of interest:27 X 6 AA repeats of [GEVSTPAN]-[ILMV]- [DE]-[RH]-[MLVI]-[GAV],repeat:1,repeat:10,repeat:11,repeat:12,repeat:13,repeat:14,repeat:15,repeat:16,repeat:17,repeat:18,repeat:19,repeat:2,repeat:20,repeat:21,repeat:22,repeat:23,repeat:24,repeat:25,repeat:26,repeat:27,repeat:3,repeat:4,repeat:5,repeat:6,repeat:7,repeat:8,repeat:9,sequence conflict,splice variant,strand,turn,
3099	hexokinase 2(HK2)	Homo sapiens			Carbohydrate transport and metabolism,	GO:0001678~cellular glucose homeostasis,GO:0002931~response to ischemia,GO:0006096~glycolytic process,GO:0007595~lactation,GO:0008637~apoptotic mitochondrial changes,GO:0015758~glucose transport,GO:0035795~negative regulation of mitochondrial membrane permeability,GO:0046324~regulation of glucose import,GO:0046835~carbohydrate phosphorylation,GO:0051156~glucose 6-phosphate metabolic process,GO:0061621~canonical glycolysis,GO:0072655~establishment of protein localization to mitochondrion,GO:0072656~maintenance of protein location in mitochondrion,GO:1904925~positive regulation of mitophagy in response to mitochondrial depolarization,GO:2000378~negative regulation of reactive oxygen species metabolic process,	GO:0005623~cell,GO:0005741~mitochondrial outer membrane,GO:0005829~cytosol,GO:0016020~membrane,	GO:0004340~glucokinase activity,GO:0004396~hexokinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0005536~glucose binding,GO:0008865~fructokinase activity,GO:0019158~mannokinase activity,	IPR001312:Hexokinase,IPR019807:Hexokinase, conserved site,IPR022672:Hexokinase, N-terminal,IPR022673:Hexokinase, C-terminal,	hsa00010:Glycolysis / Gluconeogenesis,hsa00051:Fructose and mannose metabolism,hsa00052:Galactose metabolism,hsa00500:Starch and sucrose metabolism,hsa00520:Amino sugar and nucleotide sugar metabolism,hsa00524:Butirosin and neomycin biosynthesis,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01200:Carbon metabolism,hsa04066:HIF-1 signaling pathway,hsa04910:Insulin signaling pathway,hsa04930:Type II diabetes mellitus,hsa04973:Carbohydrate digestion and absorption,hsa05230:Central carbon metabolism in cancer,				3D-structure,Acetylation,Allosteric enzyme,ATP-binding,Complete proteome,Glycolysis,Kinase,Membrane,Mitochondrion,Mitochondrion outer membrane,Nucleotide-binding,Polymorphism,Proteomics identification,Reference proteome,Repeat,Transferase,	binding site:ATP,binding site:ATP 1,binding site:ATP 2,binding site:Glucose-6-phosphate 1,binding site:Glucose-6-phosphate 2,binding site:Substrate 1,binding site:Substrate 2,chain:Hexokinase-2,helix,modified residue,nucleotide phosphate-binding region:ATP 1,nucleotide phosphate-binding region:ATP 2,region of interest:Catalytic,region of interest:Glucose-6-phosphate 1 binding,region of interest:Glucose-6-phosphate 2 binding,region of interest:Hydrophobic,region of interest:Regulatory,region of interest:Substrate 1 binding,region of interest:Substrate 2 binding,sequence conflict,sequence variant,strand,turn,
388697	hornerin(HRNR)	Homo sapiens				GO:0031424~keratinization,GO:0043163~cell envelope organization,GO:0061436~establishment of skin barrier,	GO:0001533~cornified envelope,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0030313~cell envelope,GO:0036457~keratohyalin granule,GO:0048471~perinuclear region of cytoplasm,GO:0070062~extracellular exosome,	GO:0005509~calcium ion binding,	IPR001751:S100/Calbindin-D9k, conserved site,IPR002048:EF-hand domain,IPR011992:EF-hand-like domain,IPR013787:S100/CaBP-9k-type, calcium binding, subdomain,IPR018247:EF-Hand 1, calcium-binding site,				SM01394:SM01394,	Calcium,Complete proteome,Developmental protein,Keratinization,Metal-binding,Methylation,Phosphoprotein,Polymorphism,Reference proteome,Repeat,	calcium-binding region:1,calcium-binding region:2,chain:antimicrobial peptide E608,chain:Hornerin,domain:EF-hand 1,domain:EF-hand 2,modified residue,region of interest:S-100-like,repeat:1,repeat:10,repeat:11,repeat:12,repeat:13,repeat:14,repeat:15,repeat:16,repeat:17,repeat:18,repeat:19,repeat:2,repeat:20,repeat:21,repeat:22,repeat:23,repeat:24,repeat:25,repeat:26,repeat:27,repeat:28,repeat:29,repeat:3,repeat:30,repeat:4,repeat:5,repeat:6,repeat:7,repeat:8,repeat:9,sequence conflict,sequence variant,
